Feature 1,Feature 2,Dataset,ID
0.6829882236286837,-0.345203343770673,Moons,0
2.040990429336424,-0.131614673820131,Moons,1
-0.13975154496465794,0.45439050205642195,Moons,2
0.8857478515148975,0.28634182737679664,Moons,3
1.1824585263269392,-0.49771050832265396,Moons,4
1.019208260595393,-0.42546583354809964,Moons,5
0.3893615855255742,-0.24711722564531424,Moons,6
-0.5603845755623929,0.7126810996524465,Moons,7
0.9018435234336857,0.05393087267310873,Moons,8
0.20674790668801207,0.006207693091187726,Moons,9
1.323523311663566,-0.2891758321320679,Moons,10
0.38375871246426885,0.8518023787510323,Moons,11
0.9691216262804108,-0.4854873428120162,Moons,12
0.6699009243928409,0.9193385896119642,Moons,13
0.12320759274118598,0.013533899144287237,Moons,14
1.016783356949077,-0.5576687626385335,Moons,15
2.0082992986981276,0.31643434631471745,Moons,16
0.7215803194631376,-0.37257114286784676,Moons,17
-0.8560420970262654,0.021813589551874103,Moons,18
0.18268527733992224,0.28779869855250895,Moons,19
-0.050499223228938496,1.0148964175953128,Moons,20
-0.8407518438307929,0.5381502743615032,Moons,21
1.5104034061231972,-0.45511096372133975,Moons,22
1.5081597406509932,-0.41237818434349627,Moons,23
-0.7615058591248454,0.8484491893958538,Moons,24
0.5914108761879276,0.7822828018552758,Moons,25
1.8395300761898805,0.09604243709074227,Moons,26
2.1524836676764165,0.4286169881149853,Moons,27
0.0658295179205794,0.22585647303774187,Moons,28
1.5197164577226925,-0.2754211659170326,Moons,29
1.0727899231994398,0.4336873564708884,Moons,30
0.04476546578528845,0.25329226804143046,Moons,31
0.8723501878297452,0.578134242087755,Moons,32
0.8302266154695426,0.3177939313900834,Moons,33
0.7238519208180247,-0.3138761854062707,Moons,34
-0.8399558844377638,0.5594068715625279,Moons,35
1.0209048198293993,-0.014166384442798163,Moons,36
-0.22648531608853945,1.0737119194030333,Moons,37
0.6031218177859998,0.989957303783624,Moons,38
-0.10106167713003084,1.1838714951180582,Moons,39
-0.45332130249049896,0.7968929360886572,Moons,40
-0.05536069560422566,1.186700483390104,Moons,41
1.960725341126403,0.13606145304649755,Moons,42
0.17149082608693256,0.9431170005513642,Moons,43
-0.2521830371410445,0.86859179763247,Moons,44
0.39440972903460325,1.1030738075729405,Moons,45
1.1861249567523287,-0.5265728355925408,Moons,46
1.1005889128997526,-0.2607025457565468,Moons,47
-0.6553395351267192,0.8091734761855272,Moons,48
1.1163749720226714,-0.48453376804826387,Moons,49
0.2581850943559775,-0.07858207943118348,Moons,50
-1.1841858836036994,0.23328148060441725,Moons,51
1.2394717057577855,-0.2424970868643804,Moons,52
0.05814278932501755,1.0070416724849178,Moons,53
2.0430437322568467,0.4469936788095515,Moons,54
1.854923006720707,0.09231149594564128,Moons,55
-0.36830714378952073,0.8431132701748469,Moons,56
-0.42288705666038334,0.8971472037984326,Moons,57
0.46233705265775266,-0.12900790585495722,Moons,58
0.9004644085426303,0.5611716074674944,Moons,59
1.0945055386455065,-0.3998474095391466,Moons,60
0.37619718614380376,0.8760584380729972,Moons,61
0.8132414836778377,0.004112908733121062,Moons,62
0.19323581706668813,-0.056584826642180716,Moons,63
0.27058484408178796,-0.010110456221539658,Moons,64
0.7657396400455974,0.617353867810833,Moons,65
0.8955471427298718,0.5404963521410424,Moons,66
1.5640808321691313,-0.19251917899913276,Moons,67
0.35632468238055814,1.0102823805217556,Moons,68
0.2474006471063543,-0.24953658197305845,Moons,69
-0.4578153743765313,0.8672709006192935,Moons,70
-1.0639056435156662,0.4214813174951211,Moons,71
1.2361973836022189,-0.6129496578897806,Moons,72
0.4606681914244688,-0.22072786743025347,Moons,73
-0.9823130610292502,0.4084215494566537,Moons,74
1.7274445992412413,0.32623239294627104,Moons,75
-0.18838487529170986,1.067904179672005,Moons,76
-0.1375820372587572,1.115794437277085,Moons,77
0.13493017918968092,1.004365599365619,Moons,78
2.0291355838984133,0.3573982171082046,Moons,79
0.15276587862453472,0.1815824456450738,Moons,80
-0.0628683978935707,0.5517730247326942,Moons,81
0.717117331774624,0.5469794542503189,Moons,82
-0.894495441556014,0.5025839111648923,Moons,83
-0.1629722827810836,0.9906826900479978,Moons,84
-0.6127300875170989,0.7498648685632623,Moons,85
-0.7446191956519315,0.6169515168751308,Moons,86
-0.09187411726192875,0.9141973904400399,Moons,87
0.9160827317941695,0.35678920794078617,Moons,88
0.9848196531629305,0.3076368334191396,Moons,89
0.447701526913696,-0.2948189212601199,Moons,90
-0.30254179418097327,0.8885465959418766,Moons,91
0.09342650444498962,1.1766201294086729,Moons,92
1.1094990928897603,-0.31833565189656166,Moons,93
0.6997309977641237,0.8010006369213479,Moons,94
0.7983494106144349,0.4093903708292622,Moons,95
0.16541163315623042,-0.20956189525395777,Moons,96
-0.8958509778447054,-0.13885660016550444,Moons,97
1.6729923656419612,0.03320745181660823,Moons,98
0.21461037540469657,1.0845752565357003,Moons,99
1.1479251406995254,-0.3496124628471178,Moons,100
0.1857293867606032,0.9800536665741821,Moons,101
0.7865267324527814,0.5798420973632353,Moons,102
0.2619995390120684,-0.2507258036919915,Moons,103
1.787955843001961,-0.16567227666540668,Moons,104
1.0381055777403203,-0.4720721274238771,Moons,105
-1.2272758742530834,0.09849444542902258,Moons,106
0.9179792371439173,0.36492734234001706,Moons,107
0.2320510868679974,-0.07782938722879212,Moons,108
-0.28632664114658984,0.9302451922496674,Moons,109
-0.9677487449259132,0.19089841145665254,Moons,110
