Feature 1,Feature 2,Dataset,ID
-7.568668540461636,-8.154876147473134,Blobs,0
-8.170247239077199,-7.456942909620684,Blobs,1
-2.0979251670011556,8.40386430321281,Blobs,2
4.422197633000881,3.071946535927922,Blobs,3
-9.93681399391805,-8.392239059652052,Blobs,4
5.497538459430121,1.813231153977305,Blobs,5
-2.4226071601271593,9.20694481806274,Blobs,6
5.052810290503726,1.4094451311367573,Blobs,7
-2.748784741975395,8.921456639866413,Blobs,8
-3.1048493716540744,9.342562932515236,Blobs,9
-2.8100509291674487,9.94042522045279,Blobs,10
4.996894322193149,1.2802600886800777,Blobs,11
-2.4047658255503723,8.034451066258434,Blobs,12
-3.2168829940779573,8.803963466815642,Blobs,13
-7.855591044834011,-7.610797668922991,Blobs,14
-2.8602241699914264,8.850455054899438,Blobs,15
-9.320940847976015,-6.8079821732838735,Blobs,16
2.614736249570494,2.1596239987101598,Blobs,17
-2.46065884837873,9.498608623464767,Blobs,18
-2.215769076152615,10.10951394110331,Blobs,19
-1.9298998335490483,8.603944969022466,Blobs,20
-2.5898404788857547,9.216311556605591,Blobs,21
5.614998569645852,1.8261123024385935,Blobs,22
-7.0481192656875145,-7.2115639925757815,Blobs,23
-2.7409064694589813,8.781421251413192,Blobs,24
-6.084920924278346,-4.717756662289096,Blobs,25
-7.744784187003769,-5.747022754537312,Blobs,26
3.8216581529946287,4.065556959626193,Blobs,27
4.627632063381187,1.0759153124549004,Blobs,28
-2.9539548378655116,8.606380985715603,Blobs,29
-3.0044657856180943,8.731137263396935,Blobs,30
-3.0446438720833062,9.255522335819915,Blobs,31
-5.634123466334902,-8.164235332139247,Blobs,32
-2.4021507509876483,8.391416738842327,Blobs,33
-9.152413784449099,-4.829798192109159,Blobs,34
-2.3954676557506853,9.667857505339535,Blobs,35
-5.744144266183242,-8.263357579542385,Blobs,36
4.884845407336824,1.4662265085696022,Blobs,37
-7.040172731083107,-8.432973076905007,Blobs,38
4.981634812005261,3.8493405231566182,Blobs,39
5.906789985414724,1.2655002183219513,Blobs,40
-2.380422427691368,8.977063170315239,Blobs,41
-7.61103652726001,-7.528946875005378,Blobs,42
4.5253389909754835,3.2109859959141938,Blobs,43
-2.526553507905372,8.429947109388555,Blobs,44
-2.328499820298543,9.783304411431306,Blobs,45
-6.772277835322181,-7.596595763423622,Blobs,46
4.154515288398998,2.0550438233270545,Blobs,47
-6.373223198038467,-7.497925042459648,Blobs,48
6.225895652373453,0.735354185113883,Blobs,49
4.715683394421828,1.2960079724286202,Blobs,50
-6.891586153126196,-4.660193384940908,Blobs,51
-6.329729822005998,-8.28992927276698,Blobs,52
-1.770250600681992,8.755151019061497,Blobs,53
-5.110681415055531,-6.778831871160783,Blobs,54
5.154926522534149,5.825901174595453,Blobs,55
-6.287948977583825,-7.511586314506341,Blobs,56
-2.027509558430589,9.220676591666571,Blobs,57
4.753396181479349,2.6353003584617785,Blobs,58
-2.739517008532644,9.54284724130778,Blobs,59
-6.526205353988421,-5.723811802445496,Blobs,60
6.772912210884368,0.021081884418230112,Blobs,61
5.539478711661352,2.2804692048173414,Blobs,62
-2.261305978468414,-5.200747226124081,Blobs,63
-7.25307341386988,-5.422753166844414,Blobs,64
3.7414641648797433,2.4650888554472377,Blobs,65
3.9214346149756656,1.7597225322288848,Blobs,66
-5.812204874017935,-8.56707273103275,Blobs,67
-9.434700850184003,-6.963431141620875,Blobs,68
-3.0403494799158026,9.251082343515913,Blobs,69
5.9453576433824304,1.9941735255734911,Blobs,70
-5.291990460876889,-9.518218822910619,Blobs,71
-7.929215453140149,-6.559139727174614,Blobs,72
-2.2725788107659777,8.977871671869885,Blobs,73
-2.705251699618829,8.282528654132262,Blobs,74
-6.473941952481512,-6.955466757449652,Blobs,75
-9.980790341211085,-7.013789652545129,Blobs,76
3.880746174674403,2.1235634704169395,Blobs,77
-2.8095169680121526,8.868439253301684,Blobs,78
5.819318956949388,1.5039940318360272,Blobs,79
-3.015613183219962,9.171409794495958,Blobs,80
-2.545202683842917,9.516052577144334,Blobs,81
-6.128251409714699,-8.346442460473773,Blobs,82
-2.343565907350968,9.502058691759501,Blobs,83
5.5903026744141515,1.3962660282783288,Blobs,84
-5.626089023053558,-8.574669875262373,Blobs,85
-5.127954098661559,-6.498478328324127,Blobs,86
-1.5763103674803718,9.251202588654216,Blobs,87
6.405333076509198,2.3781513949016877,Blobs,88
-3.198032307031296,8.54537360824076,Blobs,89
-9.383735112833328,-6.065069304706044,Blobs,90
-2.527110642607726,9.796607956105325,Blobs,91
-6.161157452531683,-6.3796164353455245,Blobs,92
-2.051496564201713,9.178661683028164,Blobs,93
-2.7740777249362694,9.270919844755,Blobs,94
-7.7101011491720435,-8.67692643215922,Blobs,95
-8.481057835225162,-7.093678820807887,Blobs,96
-2.3792562259285384,9.405197564086977,Blobs,97
-8.024515925965046,-9.587432744272725,Blobs,98
-6.259474836315719,-4.064915874438848,Blobs,99
4.164933525067145,1.31984045136702,Blobs,100
-2.3303039428786088,9.294678391382439,Blobs,101
4.4317565858708265,1.4801687492818991,Blobs,102
-2.1136816495312267,8.559592400800952,Blobs,103
-2.9288063846640693,8.859679940272715,Blobs,104
-2.388216487269733,8.057646005869422,Blobs,105
-2.3373884782685197,8.132766050516954,Blobs,106
-2.383951197879812,9.18751023294681,Blobs,107
6.793061293739658,1.2058221210526825,Blobs,108
-8.977478551879981,-6.035655738240091,Blobs,109
5.326139026602615,0.36045381275108035,Blobs,110
-2.900824269220869,8.853255370095484,Blobs,111
-2.913444424499344,8.763407606406053,Blobs,112
-2.4754335207087883,8.301912035091593,Blobs,113
-2.5159462354217172,8.485430663720372,Blobs,114
4.838938531801571,1.3729528067819374,Blobs,115
-8.435496422640956,-7.165617610401359,Blobs,116
2.926744307137224,3.327042058106145,Blobs,117
-9.685815072690055,-7.40737981933791,Blobs,118
3.6338614547283994,0.7589810711529998,Blobs,119
5.159225350469273,3.5059085969433097,Blobs,120
4.8639713180385185,1.9857620847225268,Blobs,121
-1.8078004675847006,8.31336059680218,Blobs,122
-6.014791746567621,-6.413234361460643,Blobs,123
-6.381156173181883,-8.002839398110776,Blobs,124
-7.07150357837242,-8.313420254176584,Blobs,125
-5.958377141086133,-5.743848028204988,Blobs,126
-2.8476586232057297,9.320124272618756,Blobs,127
-5.323317274764421,-7.645134191558067,Blobs,128
-7.675013618709931,-8.069418841669464,Blobs,129
-1.9676720014651117,9.541187154215773,Blobs,130
-3.468583230702271,9.001029190473712,Blobs,131
-2.463317234784999,8.020501670897875,Blobs,132
-3.3716565393092663,8.733142363577835,Blobs,133
-3.248458618236464,8.654364024000968,Blobs,134
5.144866115208559,2.8389248781108534,Blobs,135
4.387310684834941,0.7253865019758825,Blobs,136
-7.284439594091327,-8.348255166949407,Blobs,137
-2.5066408947315195,8.896992561510748,Blobs,138
-7.65042756715631,-8.468929876109375,Blobs,139
-2.7439348160202264,9.285566149991304,Blobs,140
-2.6318916810541855,8.637418046019576,Blobs,141
-3.7885053038282894,-4.2470983296111395,Blobs,142
-2.4656740889336644,8.864782452965388,Blobs,143
3.120508870274088,1.4889356110744807,Blobs,144
3.9245751269681333,2.652767432875408,Blobs,145
5.452740955067061,2.602798525864344,Blobs,146
-2.3708522233877405,9.427877752716334,Blobs,147
